TotalBsmtSF,YearBuilt,BsmtFinType1,GrLivArea,GarageArea,LotArea,BsmtExposure,GarageFinish,2ndFlrSF
936,1956,BLQ,936,308,5868,No,Fin,0.0
1314,2006,GLQ,1314,440,9317,No,RFn,0.0
684,1914,Unf,1355,0,6882,No,None,582.0
1074,1986,Unf,1088,461,3696,No,RFn,0.0
672,1936,BLQ,1324,240,6000,No,Unf,567.0
1271,1978,ALQ,1601,478,11880,No,RFn,
290,1920,Rec,438,246,8400,No,Unf,0.0
950,1971,BLQ,950,280,9758,No,Unf,0.0
1010,1960,,1134,254,7000,No,,0.0
655,1959,ALQ,1194,539,8910,Mn,Fin,0.0
630,1970,Unf,1302,440,2016,No,Unf,672.0
1463,1994,GLQ,2622,712,12256,Av,RFn,
910,1990,GLQ,1442,719,10357,Mn,Fin,0.0
868,2006,Unf,2021,422,23257,No,RFn,1134.0
924,2000,Unf,1690,463,8063,No,RFn,742.0
1836,2004,GLQ,1836,862,11362,Mn,Fin,0.0
773,1995,GLQ,1658,431,8000,No,Fin,885.0
803,1976,,1964,483,10480,No,RFn,866.0
816,1957,GLQ,816,308,7100,No,Unf,0.0
1008,1953,BLQ,1008,240,8923,No,Unf,0.0
833,1954,Rec,833,326,5400,No,Unf,0.0
1734,2007,GLQ,1734,928,12085,No,,0.0
408,2002,GLQ,1419,527,7750,No,Fin,640.0
894,1967,BLQ,894,450,9764,No,RFn,0.0
533,1958,Unf,1601,300,13825,No,RFn,580.0
1040,1959,LwQ,1040,286,7560,No,RFn,0.0
1012,1920,Unf,1012,308,8263,No,Unf,0.0
1552,2005,GLQ,1552,782,10084,Av,,0.0
672,1956,Unf,960,288,8926,No,Unf,0.0
698,1947,Unf,698,0,9405,No,None,0.0
384,1992,Unf,1482,392,9125,No,Fin,670.0
1005,1955,Unf,1005,672,10434,No,Unf,0.0
1373,2007,Unf,1555,660,3684,No,Fin,0.0
1530,2004,GLQ,1530,630,14572,Av,Fin,0.0
847,2004,Unf,1959,434,11796,Av,Fin,1112.0
936,1980,GLQ,936,672,7200,Gd,Unf,0.0
1122,1928,BLQ,1981,576,7804,No,Unf,653.0
974,1991,BLQ,974,0,10712,Mn,None,0.0
1008,1880,Unf,2210,205,9900,Mn,Unf,1032.0
1128,1995,GLQ,2020,466,9828,No,RFn,878.0
916,1997,Unf,1600,460,8773,Av,Fin,684.0
960,1926,Unf,986,180,6180,No,Unf,0.0
1032,1950,BLQ,1252,288,9600,No,Unf,220.0
780,1875,Unf,1020,0,6342,No,None,240.0
1567,1977,ALQ,1567,714,9819,Gd,RFn,0.0
915,1920,BLQ,1167,495,8731,No,Unf,0.0
952,1951,ALQ,952,840,7350,Mn,Unf,0.0
780,1976,ALQ,1868,484,10304,No,Unf,780.0
1466,2006,GLQ,2828,1052,9965,Gd,RFn,1362.0
1006,1959,GLQ,1006,0,9000,No,None,0.0
672,1941,BLQ,924,280,12180,No,Unf,252.0
1042,1928,Unf,1576,225,6240,No,Unf,534.0
1298,1985,GLQ,1298,403,11200,No,,
704,1941,Rec,1564,234,12000,No,Unf,704.0
572,1926,Unf,1111,288,5700,No,Unf,539.0
650,1920,ALQ,1482,324,9000,No,Unf,650.0
932,1950,Unf,932,306,8280,No,Unf,0.0
1466,1959,,1466,528,17755,No,Fin,0.0
1073,1956,ALQ,1811,470,14115,No,Fin,
816,1930,,816,432,5890,Av,Unf,0.0
864,1965,ALQ,1820,492,13700,Gd,Unf,918.0
1437,1976,ALQ,1437,528,10768,Gd,RFn,0.0
1219,1965,ALQ,1265,502,9350,Gd,RFn,0.0
1314,2007,GLQ,1314,626,5001,No,,0.0
1580,2007,Unf,1580,830,11932,No,RFn,0.0
901,1974,ALQ,1876,540,9120,No,RFn,933.0
855,1978,,1456,440,2280,No,Unf,601.0
1296,1954,BLQ,1640,924,14778,No,Unf,0.0
894,1968,BLQ,894,450,8724,No,,0.0
1198,1969,,1258,400,12900,Av,Unf,0.0
1360,1978,ALQ,1432,588,16157,Gd,Unf,0.0
1502,2009,Unf,1502,644,9541,No,RFn,0.0
1694,2008,Unf,1694,776,10475,Av,,0.0
959,2000,GLQ,1671,472,10852,No,Fin,712.0
1127,1935,Rec,2108,540,13728,No,Unf,872.0
1930,1995,GLQ,3627,807,35760,Gd,Fin,1796.0
1096,1977,ALQ,1118,358,9880,Av,Fin,0.0
1261,1958,ALQ,1261,433,9120,No,RFn,0.0
625,2006,Unf,1250,625,4017,No,Fin,625.0
1598,1946,Rec,3086,0,18030,No,,971.0
952,1932,Rec,2345,360,16560,No,Unf,1175.0
1683,1992,GLQ,2872,541,10678,No,Fin,743.0
876,1984,ALQ,923,264,6951,No,Unf,0.0
818,1926,Rec,1224,210,3950,No,Unf,406.0
731,1921,Unf,1343,186,7681,No,Unf,523.0
0,1954,,1124,0,8335,None,None,0.0
1216,1990,LwQ,2514,693,11170,No,Fin,1216.0
1600,2008,GLQ,1652,482,5587,Gd,,0.0
2396,1996,GLQ,4476,813,15623,Av,Fin,2065.0
1120,1920,,1130,720,10800,No,Unf,
1572,1963,Rec,1572,995,35133,Gd,RFn,0.0
784,1924,BLQ,1221,392,9738,No,Unf,272.0
978,1900,BLQ,1699,420,10615,Mn,Unf,685.0
1624,1994,GLQ,1624,757,12461,No,RFn,0.0
831,2002,Unf,1660,493,8935,No,RFn,829.0
994,1999,Unf,1804,442,7500,No,Fin,776.0
1249,1961,BLQ,1622,1356,32463,Av,Fin,0.0
776,1999,Unf,1441,492,2645,No,Unf,677.0
702,1925,Unf,1472,250,9600,Mn,Unf,630.0
1224,1999,GLQ,1224,402,4500,No,Fin,0.0
663,1969,ALQ,1352,299,9364,No,Fin,689.0
728,2005,Unf,1456,400,8029,No,,728.0
879,2006,Unf,1863,660,14054,Av,Fin,984.0
815,1916,Unf,1690,225,8850,No,,875.0
1212,2001,Unf,1212,573,9100,No,RFn,0.0
1051,1963,Rec,1382,459,11235,No,,0.0
864,1970,Unf,864,280,9353,No,,0.0
866,1998,Unf,1779,546,10400,Av,RFn,913.0
884,1925,,1348,216,6000,No,Unf,464.0
1630,2000,,1630,451,9750,No,Unf,0.0
1056,1975,ALQ,1074,495,10140,No,RFn,0.0
2158,1990,ALQ,2196,701,14684,Mn,RFn,0.0
1056,1966,Rec,1056,384,8900,No,Unf,0.0
1682,2003,GLQ,1700,544,9135,Av,RFn,0.0
931,1962,Rec,1283,506,7763,No,Unf,0.0
1660,2006,GLQ,1660,500,10182,Mn,RFn,0.0
1055,1992,Unf,1845,462,11218,No,RFn,790.0
559,1988,GLQ,1752,492,12134,Av,RFn,672.0
672,1941,Rec,672,234,9340,No,Unf,0.0
648,1965,GLQ,960,364,10246,Av,Unf,0.0
925,1962,BLQ,999,300,10205,Av,Unf,0.0
894,1966,Rec,894,384,7094,No,,0.0
0,1978,None,1902,539,8930,None,Unf,584.0
1300,2009,GLQ,1314,552,8640,Mn,RFn,0.0
0,1947,None,912,0,6240,None,None,
672,1971,,1218,0,1680,No,None,546.0
912,1964,Rec,912,288,7800,No,Unf,0.0
952,1968,BLQ,1211,322,8250,No,,0.0
1040,1949,Rec,1846,315,10496,Mn,Unf,678.0
2136,1951,LwQ,2136,528,10680,No,Unf,0.0
788,2004,GLQ,1490,388,15384,Av,Fin,702.0
588,1958,GLQ,1138,264,10482,Av,,0.0
894,2007,Unf,1933,668,14598,Mn,Fin,1039.0
912,1965,ALQ,912,576,8872,No,Unf,0.0
1702,2008,GLQ,1702,1052,8769,No,Fin,0.0
1075,1960,ALQ,1507,404,7910,No,Unf,0.0
1361,1977,GLQ,2620,600,18890,No,RFn,1259.0
1106,1962,ALQ,1190,540,7728,Av,,0.0
0,1962,None,1224,462,9842,None,Unf,0.0
1188,1959,Rec,1188,531,12160,No,RFn,
940,1911,Unf,1964,0,8525,Av,None,940.0
747,1914,Unf,1784,180,13132,Mn,Unf,892.0
764,2003,Unf,1626,474,2628,No,RFn,862.0
847,2004,Unf,1948,434,12393,No,,1101.0
1141,2005,Unf,1141,484,13072,No,Unf,0.0
1476,2006,GLQ,1484,472,9037,Av,RFn,0.0
884,2003,GLQ,1768,543,8158,No,,884.0
1689,2007,Unf,1689,954,9849,Av,RFn,0.0
1053,1974,GLQ,1173,528,10625,Gd,RFn,0.0
2076,2006,GLQ,2076,850,13891,Gd,,0.0
792,1929,Unf,1517,400,11435,No,Unf,725.0
585,1984,Unf,1868,477,12090,No,Fin,728.0
756,2005,Unf,1553,615,8125,No,RFn,797.0
1012,1976,GLQ,1034,888,12328,Av,Unf,0.0
735,1917,Rec,2058,396,9600,No,Unf,924.0
876,1950,BLQ,988,276,7200,No,Unf,0.0
2110,1968,ALQ,2110,522,11160,No,Fin,0.0
1405,2003,Unf,1405,478,3136,No,RFn,0.0
864,1968,,874,288,9858,No,RFn,0.0
1192,1974,LwQ,2167,518,17542,Gd,RFn,651.0
746,2003,Unf,1656,397,6931,No,Fin,896.0
884,1931,LwQ,1367,560,6240,No,,408.0
1986,1994,GLQ,1987,691,14303,Gd,Fin,0.0
864,1922,Unf,864,0,4060,No,None,0.0
856,2005,GLQ,1166,400,9587,Gd,Fin,0.0
1054,1969,ALQ,1054,460,9750,No,Unf,0.0
841,1999,Unf,1675,502,24682,No,Fin,783.0
1050,1956,Rec,1050,338,9600,No,Unf,0.0
1104,1957,Unf,1788,304,11250,Av,Unf,684.0
764,1919,Unf,1824,520,13515,No,Unf,764.0
1405,1998,GLQ,1337,511,4060,No,Fin,0.0
691,1999,GLQ,1452,506,3735,No,Unf,739.0
925,1910,Unf,1889,308,10120,No,Unf,925.0
2002,2008,Unf,2018,746,13214,Gd,Fin,0.0
728,1935,Rec,3447,1014,14100,Mn,,1479.0
874,1958,BLQ,1524,315,11344,No,Unf,650.0
1332,1979,GLQ,1524,586,23595,Gd,Fin,192.0
1489,1968,Unf,1489,462,9156,No,RFn,0.0
935,1965,BLQ,935,288,13526,No,Unf,0.0
1019,1959,ALQ,1357,312,11512,Av,RFn,0.0
661,1910,Unf,1250,552,5362,No,Unf,589.0
928,1948,Rec,1920,400,11345,No,,992.0
723,1972,BLQ,1395,497,12936,No,Unf,660.0
1680,1967,ALQ,1724,480,17871,Av,RFn,0.0
1128,2002,GLQ,2031,577,9473,No,,903.0
698,1920,Unf,1128,528,7500,No,RFn,430.0
1573,2002,GLQ,1573,544,9808,No,RFn,0.0
1309,1990,ALQ,1339,484,8049,No,Fin,0.0
1040,1977,LwQ,1040,484,8800,Mn,Unf,0.0
912,1971,Unf,1824,0,9400,Av,None,912.0
804,1919,Unf,2447,336,9638,No,Unf,748.0
780,1939,Unf,1412,280,6000,No,Unf,587.0
1328,1963,ALQ,1328,528,9790,No,Unf,0.0
1624,1964,Rec,1582,390,36500,Av,Unf,0.0
1501,2000,GLQ,1659,499,5664,No,Fin,0.0
1085,2006,Unf,1970,753,11065,Mn,Fin,850.0
1152,1964,GLQ,1152,484,14112,Av,RFn,0.0
630,1972,ALQ,1302,264,1680,No,Unf,672.0
994,1892,Unf,2372,432,6600,No,RFn,994.0
832,1976,GLQ,1664,528,10140,No,RFn,832.0
864,1955,Rec,864,572,8172,No,Unf,0.0
1052,1968,,1052,288,8400,Av,RFn,0.0
1120,1963,ALQ,1128,525,8700,Mn,RFn,0.0
547,2005,GLQ,1072,525,3675,Gd,Fin,0.0
6110,2008,GLQ,5642,1418,63887,Gd,Fin,950.0
1246,1959,LwQ,1246,305,7500,No,RFn,0.0
978,1999,GLQ,1983,490,10762,No,Fin,978.0
771,1942,BLQ,1494,213,7500,No,Unf,741.0
1165,1994,GLQ,2526,844,10120,No,,1323.0
1616,2005,Unf,1616,834,8688,Av,RFn,0.0
976,2004,Unf,1708,380,3363,No,,732.0
1652,2006,GLQ,1652,840,13173,No,Fin,0.0
1368,2005,Unf,1368,474,6955,No,RFn,0.0
990,1994,ALQ,990,480,8072,No,Unf,0.0
924,1948,GLQ,1122,528,12000,No,Unf,
1278,1991,GLQ,1294,496,7153,No,,0.0
1902,1959,GLQ,1902,567,17500,Av,Fin,0.0
1274,2005,GLQ,1274,508,8814,No,,0.0
1453,1990,GLQ,2810,750,9572,No,RFn,1357.0
1393,1999,Unf,2599,779,14774,No,Fin,1177.0
948,1954,Rec,948,280,8190,No,,0.0
952,1969,ALQ,2112,576,11075,Mn,Unf,1020.0
1622,2008,Unf,1630,860,10226,Gd,RFn,0.0
1352,2006,Unf,1352,466,4230,No,,0.0
1753,2001,,1787,748,14781,Gd,RFn,0.0
864,1954,ALQ,948,248,10215,No,Unf,0.0
1478,1957,ALQ,1478,442,8400,No,RFn,0.0
0,1949,None,720,287,6627,None,Unf,
750,1992,GLQ,1923,564,10186,No,RFn,862.0
420,1940,LwQ,708,0,5330,No,,0.0
1795,2006,Unf,1795,895,9986,Av,RFn,0.0
796,1922,Unf,796,0,3636,No,,0.0
544,1931,Rec,774,0,4270,No,None,0.0
816,1982,ALQ,816,264,6600,No,Unf,0.0
1510,1920,LwQ,2792,520,10440,No,Unf,1208.0
935,1998,Unf,1632,462,9084,No,Fin,
1588,2006,Unf,1588,825,10000,Av,,0.0
911,1976,ALQ,954,576,10780,Av,Unf,0.0
816,1938,ALQ,816,288,8877,Mn,Unf,0.0
803,1938,Unf,1360,297,7200,No,,557.0
765,1970,LwQ,1365,440,2368,No,Unf,600.0
1350,1977,ALQ,1334,630,9650,No,RFn,0.0
1656,1973,Unf,1656,506,9246,No,Unf,0.0
693,1941,,693,0,4118,No,None,0.0
916,2002,GLQ,1861,492,13450,No,RFn,941.0
864,1972,Rec,864,288,9560,Mn,RFn,0.0
858,1971,Unf,872,480,8294,No,Unf,0.0
1114,2003,GLQ,1114,576,13695,No,Unf,0.0
1284,2002,,2169,647,9375,No,RFn,885.0
896,1928,Unf,1913,342,7558,No,,741.0
728,2006,Unf,1456,440,11103,No,Fin,728.0
960,1920,ALQ,960,308,6000,No,Unf,0.0
1568,1968,BLQ,2156,508,20781,No,RFn,0.0
1732,2006,GLQ,1776,712,15306,Gd,Fin,0.0
1482,1998,GLQ,1494,514,16196,Gd,RFn,
684,1872,LwQ,2358,0,5250,No,None,1215.0
1248,1969,LwQ,2634,968,11643,No,,1296.0
858,1962,Rec,1716,490,9247,No,Fin,858.0
698,1937,Unf,1176,624,6000,No,Unf,390.0
2033,1995,,3238,666,14720,Av,Fin,1185.0
992,2000,GLQ,1865,839,10316,No,,873.0
570,1968,Unf,1920,487,10192,No,RFn,698.0
864,1966,Rec,892,264,9477,No,RFn,0.0
1078,1971,GLQ,1078,500,12537,No,Fin,0.0
756,2000,GLQ,1573,440,2117,No,Unf,804.0
1980,2004,GLQ,1980,770,16737,Av,Fin,0.0
612,1921,Unf,2601,621,9842,No,RFn,1611.0
1530,2005,ALQ,1530,430,16158,Av,Fin,0.0
715,1920,Unf,1738,368,12513,No,Unf,457.0
616,2006,Unf,1412,432,8499,No,Fin,796.0
600,2005,Unf,1200,480,3180,No,RFn,600.0
814,2000,GLQ,1674,663,7500,No,RFn,860.0
873,1999,GLQ,1790,588,9179,No,RFn,908.0
757,1977,ALQ,1475,336,2665,No,RFn,550.0
848,2003,GLQ,848,420,4435,Av,Fin,0.0
1657,2003,BLQ,1668,502,10635,Av,Fin,0.0
840,1920,ALQ,1374,338,5400,No,Fin,534.0
992,1955,BLQ,1661,377,9600,Av,RFn,0.0
1108,1998,GLQ,2097,583,9750,Av,RFn,989.0
2633,2001,GLQ,2633,804,11400,Gd,RFn,0.0
1026,2005,Unf,1958,936,10625,No,Fin,932.0
1571,2007,,1571,722,10991,Gd,Fin,0.0
768,1930,,790,160,6292,Mn,Unf,0.0
984,1941,,1604,660,10998,No,Unf,620.0
483,1973,BLQ,987,264,1953,No,Unf,504.0
384,2006,,1394,400,9735,No,Fin,640.0
864,1914,Rec,864,200,8212,No,Unf,0.0
1205,1970,BLQ,2117,550,12925,Mn,Fin,0.0
596,1920,Unf,1762,576,7200,No,Unf,764.0
816,1918,Unf,1416,576,25339,No,Unf,0.0
560,1939,Rec,1258,280,9060,Mn,Unf,560.0
796,1922,BLQ,1154,240,5436,No,Unf,358.0
1392,1978,,2784,564,16692,No,RFn,1392.0
714,1916,Rec,2526,216,8520,No,Unf,862.0
1746,2006,GLQ,1746,758,14892,Gd,Fin,0.0
735,1941,ALQ,1218,440,6000,No,Unf,349.0
1525,2000,GLQ,1525,541,9100,Av,RFn,0.0
1584,1967,Unf,1584,792,8944,No,Unf,0.0
864,1967,ALQ,900,288,7838,Av,RFn,0.0
482,1905,Unf,1912,672,10800,No,Unf,691.0
1356,2006,GLQ,1500,648,4045,Av,Fin,0.0
1094,2005,Unf,2482,642,12665,Gd,Fin,1349.0
747,1948,BLQ,1687,572,57200,Av,,0.0
939,1920,Unf,1513,180,6120,Mn,Unf,574.0
1208,1950,Rec,1904,240,7200,No,Unf,768.0
976,1925,BLQ,1608,216,6171,No,Unf,448.0
862,1929,Unf,1158,208,6000,No,RFn,208.0
839,2004,GLQ,1593,398,7415,No,,729.0
1286,2006,Unf,1294,662,6762,Av,RFn,
1485,2007,GLQ,1464,754,15256,Gd,Unf,0.0
672,1915,Unf,1214,936,10410,No,Unf,
1594,2004,GLQ,1646,482,3842,Gd,Fin,0.0
768,1972,GLQ,768,396,8445,Av,Unf,0.0
833,1985,,833,0,8780,No,None,0.0
622,1910,,1363,528,7740,No,Unf,622.0
791,1986,Unf,2093,542,20544,No,Fin,857.0
944,2001,GLQ,1840,622,12420,No,RFn,896.0
856,1950,BLQ,1668,271,9600,No,Unf,
0,1949,None,1040,420,7200,None,Unf,0.0
1844,2005,GLQ,1844,620,10994,No,Fin,0.0
833,1923,Unf,1848,370,13053,No,Unf,795.0
1386,2007,,1569,660,3635,No,,0.0
777,1885,Unf,2290,560,11340,No,Unf,1044.0
1284,1998,GLQ,2450,1069,16545,Mn,Fin,1140.0
1144,1963,BLQ,1144,336,9204,No,Unf,0.0
1844,1969,Rec,1844,540,16381,Av,RFn,0.0
708,1968,ALQ,1416,776,11700,No,RFn,708.0
1069,1977,ALQ,1069,440,4043,No,RFn,0.0
848,2003,GLQ,848,420,4435,Av,Fin,0.0
697,1966,,2201,432,19690,Av,Unf,626.0
1024,1958,ALQ,1344,484,9503,No,Unf,0.0
1252,1959,Unf,1252,528,10721,No,Unf,0.0
1223,1994,GLQ,2127,525,10944,No,RFn,904.0
913,1945,BLQ,1558,288,10930,No,Unf,
788,1940,BLQ,804,240,7200,No,Unf,0.0
1440,1981,BLQ,1440,467,12546,No,Fin,0.0
732,2005,Unf,1838,372,21930,Av,Fin,1104.0
958,1976,LwQ,958,440,4928,No,RFn,0.0
656,1927,Unf,968,216,10800,No,Unf,0.0
936,2000,Unf,1792,451,10261,No,Fin,830.0
1126,1977,ALQ,1126,484,17400,No,RFn,0.0
1319,1962,,1537,462,8400,No,RFn,0.0
864,1971,ALQ,864,528,9000,No,Unf,0.0
1932,2008,GLQ,1932,774,12444,Av,Fin,0.0
912,1957,GLQ,1236,923,7407,No,,0.0
539,1979,GLQ,1725,550,11584,No,RFn,685.0
588,1922,Unf,2555,672,11526,No,Fin,748.0
848,2004,GLQ,848,420,4426,Av,RFn,0.0
1017,2008,GLQ,2007,812,11003,Av,,981.0
952,1916,Unf,952,192,8854,No,Unf,0.0
1422,2004,Unf,1422,626,8500,Av,RFn,0.0
814,1966,LwQ,913,240,8400,Gd,Unf,0.0
1188,1962,,1188,312,26142,No,Unf,0.0
1220,1995,GLQ,2090,556,10000,No,RFn,870.0
560,1910,Unf,1346,384,11767,No,Unf,550.0
630,1970,GLQ,630,0,1533,Av,None,0.0
896,1974,Unf,1792,0,9000,No,None,896.0
1573,2008,Unf,1578,840,9262,No,,0.0
547,2005,GLQ,1072,525,3675,Gd,Fin,0.0
1140,2006,Unf,1140,0,17217,No,None,0.0
1221,2004,GLQ,1221,400,7500,No,RFn,0.0
953,1999,Unf,1647,460,7917,No,RFn,694.0
1542,1978,ALQ,2073,500,13175,No,Unf,0.0
1152,1941,GLQ,2340,252,9042,No,RFn,1152.0
1078,1950,,1078,240,9717,Mn,Unf,0.0
1256,1965,BLQ,1256,276,9937,No,Fin,0.0
